Date,Adj Close
11/29/16,118.300003
11/30/16,118.529999
12/1/16,117.769997
12/2/16,116.830002
12/5/16,117.559998
12/6/16,117.879997
12/7/16,121.459999
12/8/16,122.809998
12/9/16,122.980003
12/12/16,121.860001
12/13/16,123.07
12/14/16,121.059998
12/15/16,121.980003
12/16/16,121
12/19/16,121.839996
12/20/16,121.669998
12/21/16,121.110001
12/22/16,120.660004
12/23/16,120.900002
12/27/16,119.389999
12/28/16,118.419998
12/29/16,117.040001
12/30/16,117.199997
1/3/17,118.550003
1/4/17,121.190002
1/5/17,120.440002
1/6/17,120.129997
1/9/17,119.739998
1/10/17,119.760002
1/11/17,119.910004
1/12/17,119.639999
1/13/17,119.809998
1/17/17,118.410004
1/18/17,118.790001
1/19/17,119.309998
1/20/17,118.919998
1/23/17,118.290001
1/24/17,117.639999
1/25/17,119.059998
1/26/17,118.980003
1/27/17,116.690002
1/30/17,116.07
1/31/17,115.75
2/1/17,115.260002
2/2/17,114.529999
2/3/17,115.120003
2/6/17,113.309998
2/7/17,113.040001
2/8/17,113.269997
2/9/17,111.919998
2/10/17,112.889999
2/13/17,114.129997
2/14/17,114.470001
2/15/17,113.610001
2/16/17,113.349998
2/17/17,113.699997
2/21/17,114.300003
2/22/17,114.400002
2/23/17,114.589996
2/24/17,113.769997
2/27/17,114.239998
2/28/17,113.150002
3/1/17,114.739998
3/2/17,113.389999
3/3/17,113.339996
3/6/17,112.910004
3/7/17,112.650002
3/8/17,111.800003
3/9/17,112.190002
3/10/17,112.660004
3/13/17,113.400002
3/14/17,112.089996
3/15/17,113.239998
3/16/17,113.239998
3/17/17,112.209999
3/20/17,112
3/21/17,111.389999
3/22/17,110.830002
3/23/17,110.510002
3/24/17,111.360001
3/27/17,111.730003
3/28/17,112.410004
3/29/17,110.25
3/30/17,110.059998
3/31/17,108.620003
4/3/17,108.519997
4/4/17,108.010002
4/5/17,106.139999
4/6/17,105.5
4/7/17,105.910004
4/10/17,105.980003
4/11/17,106.400002
4/12/17,105.440002
4/13/17,104.18
4/17/17,106.120003
4/18/17,105.32
4/19/17,104.620003
4/20/17,106
4/21/17,106.580002
4/24/17,106.989998
4/25/17,108.720001
4/26/17,109.910004
4/27/17,109.410004
4/28/17,108.139999
5/1/17,108.300003
5/2/17,109.239998
5/3/17,108.870003
5/4/17,109.160004
5/5/17,109.910004
5/8/17,110.190002
5/9/17,108.459999
5/10/17,105.809998
5/11/17,106.839996
5/12/17,106.459999
5/15/17,106.410004
5/16/17,106.919998
5/17/17,105.790001
5/18/17,106.769997
5/19/17,107.559998
5/22/17,107.5
5/23/17,108.080002
5/24/17,107.32
5/25/17,107.300003
5/26/17,107.099998
5/30/17,107.879997
5/31/17,107.540001
6/1/17,108.400002
6/2/17,109.370003
6/5/17,107.760002
6/6/17,107.800003
6/7/17,107.529999
6/8/17,105.779999
6/9/17,105.739998
6/12/17,106.449997
6/13/17,107.410004
6/14/17,106.699997
6/15/17,105.779999
6/16/17,104.900002
6/19/17,104.699997
6/20/17,103.82
6/21/17,104.559998
6/22/17,105.489998
6/23/17,105.239998
6/26/17,104.980003
6/27/17,104.540001
6/28/17,105.309998
6/29/17,104.339996
6/30/17,105.019997
7/3/17,106.029999
7/5/17,108.529999
7/6/17,107.449997
7/7/17,108.470001
7/10/17,108.220001
7/11/17,108.209999
7/12/17,109.870003
7/13/17,109.839996
7/14/17,110.199997
7/17/17,110.330002
7/18/17,110
7/19/17,109.699997
7/20/17,109.839996
7/21/17,109.309998
7/24/17,109.410004
7/25/17,110.129997
7/26/17,110.769997
7/27/17,111.669998
7/28/17,112.260002
7/31/17,112.839996
8/1/17,114.169998
8/2/17,114.190002
8/3/17,112.730003
8/4/17,113.639999
8/7/17,114.129997
8/8/17,114.220001
8/9/17,113.099998
8/10/17,112.379997
8/11/17,112.120003
8/14/17,113.029999
8/15/17,113.279999
8/16/17,112.389999
8/17/17,111.449997
8/18/17,111.730003
8/21/17,112.720001
8/22/17,112.870003
8/23/17,112.849998
8/24/17,112.220001
8/25/17,112.839996
8/28/17,112.269997
8/29/17,112.080002
8/30/17,112.290001
8/31/17,112.980003
9/1/17,113.029999
9/5/17,113.620003
9/6/17,113.730003
9/7/17,114.279999
9/8/17,114.970001
9/11/17,116.230003
9/12/17,116.540001
9/13/17,116.610001
9/14/17,117.099998
9/15/17,117.690002
9/18/17,117.589996
9/19/17,120.059998
9/20/17,120.370003
9/21/17,120.050003
9/22/17,120.629997
9/25/17,120.970001
9/26/17,121.330002
9/27/17,121.489998
9/28/17,119.599998
9/29/17,119.169998
10/2/17,119.309998
10/3/17,120.339996
10/4/17,120.970001
10/5/17,120.839996
10/6/17,121.870003
10/9/17,121.669998
10/10/17,124.080002
10/11/17,123.559998
10/12/17,123.190002
10/13/17,123.379997
10/16/17,123.419998
10/17/17,123.309998
10/18/17,124.260002
10/19/17,123.07
10/20/17,123.709999
10/23/17,122.769997
10/24/17,123.879997
10/25/17,122.339996
10/26/17,123.849998
10/27/17,124.230003
10/30/17,124.389999
10/31/17,124
11/1/17,124.43
11/2/17,125.309998
11/3/17,125.620003
11/6/17,125.629997
11/7/17,127.459999
11/8/17,127.980003
11/9/17,125.459999
11/10/17,124.489998
11/13/17,125.669998
11/14/17,124.870003
11/15/17,123.660004
11/16/17,124.370003
11/17/17,123.290001
11/20/17,124.290001
11/21/17,125.779999
11/22/17,126.080002
11/24/17,126.050003
11/27/17,125.980003
11/28/17,126.959999
